-3,573,0.055779,0.105664,0.105664,0.028706,7.42431E+12
-2.9,573,0.055435,0.105047,0.105678,0.030358,7.51992E+12
-2.8,573,0.05513,0.104499,0.105563,0.032801,7.61619E+12
-2.7,573,0.054874,0.10404,0.105364,0.036156,7.7132E+12
-2.6,573,0.054682,0.103693,0.105122,0.040556,7.81105E+12
-2.5,573,0.054565,0.103484,0.104874,0.046132,7.90986E+12
-2.4,573,0.054542,0.103442,0.104654,0.053007,8.0098E+12
-2.3,573,0.054628,0.103597,0.104495,0.06128,8.11108E+12
-2.2,573,0.054844,0.103984,0.104433,0.07101,8.21393E+12
-2.1,573,0.055208,0.10464,0.1045,0.082191,8.31867E+12
-2,573,0.055743,0.105599,0.104732,0.094727,8.42563E+12
-1.9,573,0.056466,0.106896,0.105164,0.108406,8.53522E+12
-1.8,573,0.057395,0.10856,0.105829,0.122874,8.64792E+12
-1.7,573,0.058543,0.110611,0.106761,0.13762,8.76424E+12
-1.6,573,0.059914,0.113055,0.107989,0.151974,8.88474E+12
-1.5,573,0.061502,0.115878,0.109533,0.165122,9.01001E+12
-1.4,573,0.063286,0.119039,0.111406,0.176143,9.14064E+12
-1.3,573,0.065227,0.122466,0.113602,0.184065,9.2772E+12
-1.2,573,0.067264,0.126049,0.116099,0.187943,9.42016E+12
-1.1,573,0.069314,0.129642,0.118849,0.186937,9.56987E+12
-1,573,0.071273,0.133062,0.121777,0.180401,9.72649E+12
-0.9,573,0.07302,0.136101,0.124781,0.167947,9.8899E+12
-0.8,573,0.074426,0.138541,0.127732,0.149499,1.00597E+13
-0.7,573,0.075366,0.140168,0.130479,0.125316,1.02352E+13
-0.6,573,0.075732,0.140801,0.132862,0.095986,1.04152E+13
-0.5,573,0.075446,0.140307,0.13472,0.062393,1.05983E+13
-0.4,573,0.074473,0.138623,0.135908,0.025662,1.0783E+13
-0.3,573,0.072822,0.135758,0.136308,-0.012923,1.09674E+13
-0.2,573,0.070548,0.131799,0.135844,-0.052003,1.11497E+13
-0.1,573,0.067744,0.126892,0.134485,-0.090236,1.13282E+13
0,573,0.064528,0.121233,0.132247,-0.126383,1.15015E+13
0.1,573,0.061029,0.115037,0.129189,-0.159386,1.16682E+13
0.2,573,0.057377,0.108527,0.125405,-0.188415,1.18276E+13
0.3,573,0.053689,0.101907,0.121018,-0.212904,1.19789E+13
0.4,573,0.050063,0.095353,0.116159,-0.232559,1.21218E+13
0.5,573,0.046576,0.089006,0.110967,-0.247343,1.22565E+13
0.6,573,0.04328,0.08297,0.105573,-0.257445,1.2383E+13
0.7,573,0.04021,0.077312,0.100096,-0.263235,1.25016E+13
0.8,573,0.037382,0.07207,0.094642,-0.265219,1.26129E+13
0.9,573,0.034799,0.067257,0.089294,-0.263982,1.27174E+13
1,573,0.032453,0.062866,0.08412,-0.260144,1.28155E+13
1.1,573,0.030333,0.058879,0.079169,-0.25432,1.29078E+13
1.2,573,0.02842,0.055269,0.074475,-0.247085,1.29947E+13
1.3,573,0.026695,0.052002,0.070058,-0.238952,1.30769E+13
1.4,573,0.02514,0.049047,0.065926,-0.230362,1.31546E+13
1.5,573,0.023735,0.046369,0.06208,-0.221672,1.32284E+13
1.6,573,0.022462,0.043938,0.058513,-0.213164,1.32985E+13
1.7,573,0.021306,0.041723,0.055214,-0.205045,1.33653E+13
1.8,573,0.020251,0.039699,0.052168,-0.197458,1.34291E+13
1.9,573,0.019285,0.037841,0.049358,-0.19049,1.349E+13
2,573,0.018397,0.036129,0.046766,-0.184187,1.35484E+13
,,,,,,
-3,583,0.05854,0.110605,0.110605,0.029634,6.9414E+12
-2.9,583,0.058127,0.109868,0.110609,0.029539,7.03521E+12
-2.8,583,0.05773,0.109159,0.110456,0.030038,7.12961E+12
-2.7,583,0.057358,0.108493,0.110186,0.031222,7.22464E+12
-2.6,583,0.05702,0.107888,0.109837,0.033194,7.32034E+12
-2.5,583,0.056728,0.107366,0.109442,0.036068,7.41677E+12
-2.4,583,0.056495,0.106948,0.109032,0.039962,7.51403E+12
-2.3,583,0.056335,0.10666,0.108635,0.045001,7.61221E+12
-2.2,583,0.056263,0.106532,0.10828,0.051299,7.71149E+12
-2.1,583,0.056297,0.106593,0.107997,0.058956,7.81203E+12
-2,583,0.056455,0.106877,0.107815,0.068038,7.91408E+12
-1.9,583,0.056758,0.10742,0.107765,0.078559,8.0179E+12
-1.8,583,0.057226,0.108258,0.10788,0.090457,8.12382E+12
-1.7,583,0.057879,0.109425,0.108192,0.103565,8.23222E+12
-1.6,583,0.058735,0.110954,0.108735,0.117593,8.34355E+12
-1.5,583,0.059809,0.112867,0.109542,0.132104,8.4583E+12
-1.4,583,0.061107,0.115176,0.110641,0.146507,8.577E+12
-1.3,583,0.062629,0.117875,0.112057,0.160064,8.70024E+12
-1.2,583,0.064359,0.120935,0.113804,0.171914,8.8286E+12
-1.1,583,0.066267,0.124296,0.115884,0.181126,8.96266E+12
-1,583,0.068298,0.127864,0.118282,0.186756,9.10293E+12
-0.9,583,0.070381,0.131506,0.120958,0.187933,9.24983E+12
-0.8,583,0.072417,0.135054,0.12385,0.183937,9.4036E+12
-0.7,583,0.074292,0.138309,0.126865,0.174274,9.56425E+12
-0.6,583,0.075879,0.141055,0.129883,0.15874,9.73153E+12
-0.5,583,0.077048,0.143073,0.132763,0.137451,9.90485E+12
-0.4,583,0.077683,0.144167,0.135345,0.110856,1.00833E+13
-0.3,583,0.077692,0.144182,0.137468,0.079712,1.02656E+13
-0.2,583,0.07702,0.143025,0.138977,0.045042,1.04503E+13
-0.1,583,0.075659,0.140674,0.139743,0.008062,1.06357E+13
0,583,0.073644,0.137186,0.13967,-0.029902,1.082E+13
0.1,583,0.071055,0.132683,0.138709,-0.067507,1.10014E+13
0.2,583,0.068,0.127341,0.136856,-0.103479,1.11785E+13
0.3,583,0.064607,0.121372,0.134154,-0.136698,1.13498E+13
0.4,583,0.061005,0.114994,0.130683,-0.166259,1.15144E+13
0.5,583,0.057318,0.108422,0.126554,-0.191513,1.16714E+13
0.6,583,0.053653,0.101842,0.121897,-0.212082,1.18206E+13
0.7,583,0.050095,0.09541,0.116848,-0.227855,1.19616E+13
0.8,583,0.046707,0.089245,0.111541,-0.238961,1.20947E+13
0.9,583,0.04353,0.083428,0.106101,-0.245726,1.22201E+13
1,583,0.040587,0.078009,0.100638,-0.248625,1.23382E+13
1.1,583,0.037887,0.073009,0.095246,-0.248229,1.24493E+13
1.2,583,0.035427,0.068429,0.089997,-0.245155,1.25541E+13
1.3,583,0.033195,0.064257,0.084949,-0.240018,1.26529E+13
1.4,583,0.031176,0.060467,0.08014,-0.233403,1.27464E+13
1.5,583,0.029352,0.057029,0.075597,-0.225835,1.28349E+13
1.6,583,0.027703,0.053912,0.071331,-0.217763,1.2919E+13
1.7,583,0.02621,0.051081,0.067348,-0.209557,1.29989E+13
1.8,583,0.024856,0.048505,0.063643,-0.201505,1.30751E+13
1.9,583,0.023622,0.046155,0.060205,-0.193819,1.31479E+13
2,583,0.022496,0.044001,0.057023,-0.186648,1.32175E+13
,,,,,,
-3,593,0.06184,0.116477,0.116477,0.039417,6.45931E+12
-2.9,593,0.06147,0.115821,0.116499,0.037486,6.55162E+12
-2.8,593,0.061086,0.115138,0.116369,0.035948,6.64467E+12
-2.7,593,0.060694,0.114441,0.116117,0.034877,6.73843E+12
-2.6,593,0.060302,0.113745,0.115767,0.034358,6.8329E+12
-2.5,593,0.059921,0.113066,0.115343,0.034488,6.92807E+12
-2.4,593,0.05956,0.112424,0.114868,0.035374,7.02397E+12
-2.3,593,0.059232,0.111839,0.114362,0.03713,7.12063E+12
-2.2,593,0.05895,0.111336,0.113848,0.039883,7.21812E+12
-2.1,593,0.058728,0.11094,0.113348,0.043759,7.31652E+12
-2,593,0.058583,0.110682,0.112887,0.048883,7.41595E+12
-1.9,593,0.058533,0.110593,0.112489,0.055369,7.51658E+12
-1.8,593,0.058597,0.110707,0.112183,0.063301,7.61859E+12
-1.7,593,0.058797,0.111063,0.111997,0.072722,7.72223E+12
-1.6,593,0.059152,0.111697,0.111962,0.083609,7.82781E+12
-1.5,593,0.059686,0.112648,0.112112,0.095845,7.93565E+12
-1.4,593,0.060417,0.113949,0.112479,0.109203,8.04618E+12
