0.105664,0.028706,7.42431E+12
0.105678,0.030358,7.51992E+12
0.105563,0.032801,7.61619E+12
0.105364,0.036156,7.7132E+12
0.105122,0.040556,7.81105E+12
0.104874,0.046132,7.90986E+12
0.104654,0.053007,8.0098E+12
0.104495,0.06128,8.11108E+12
0.104433,0.07101,8.21393E+12
0.1045,0.082191,8.31867E+12
0.104732,0.094727,8.42563E+12
0.105164,0.108406,8.53522E+12
0.105829,0.122874,8.64792E+12
0.106761,0.13762,8.76424E+12
0.107989,0.151974,8.88474E+12
0.109533,0.165122,9.01001E+12
0.111406,0.176143,9.14064E+12
0.113602,0.184065,9.2772E+12
0.116099,0.187943,9.42016E+12
0.118849,0.186937,9.56987E+12
0.121777,0.180401,9.72649E+12
0.124781,0.167947,9.8899E+12
0.127732,0.149499,1.00597E+13
0.130479,0.125316,1.02352E+13
0.132862,0.095986,1.04152E+13
0.13472,0.062393,1.05983E+13
0.135908,0.025662,1.0783E+13
0.136308,-0.012923,1.09674E+13
0.135844,-0.052003,1.11497E+13
0.134485,-0.090236,1.13282E+13
0.132247,-0.126383,1.15015E+13
0.129189,-0.159386,1.16682E+13
0.125405,-0.188415,1.18276E+13
0.121018,-0.212904,1.19789E+13
0.116159,-0.232559,1.21218E+13
0.110967,-0.247343,1.22565E+13
0.105573,-0.257445,1.2383E+13
0.100096,-0.263235,1.25016E+13
0.094642,-0.265219,1.26129E+13
0.089294,-0.263982,1.27174E+13
0.08412,-0.260144,1.28155E+13
0.079169,-0.25432,1.29078E+13
0.074475,-0.247085,1.29947E+13
0.070058,-0.238952,1.30769E+13
0.065926,-0.230362,1.31546E+13
0.06208,-0.221672,1.32284E+13
0.058513,-0.213164,1.32985E+13
0.055214,-0.205045,1.33653E+13
0.052168,-0.197458,1.34291E+13
0.049358,-0.19049,1.349E+13
0.046766,-0.184187,1.35484E+13
,,
0.110605,0.029634,6.9414E+12
0.110609,0.029539,7.03521E+12
0.110456,0.030038,7.12961E+12
0.110186,0.031222,7.22464E+12
0.109837,0.033194,7.32034E+12
0.109442,0.036068,7.41677E+12
0.109032,0.039962,7.51403E+12
0.108635,0.045001,7.61221E+12
0.10828,0.051299,7.71149E+12
0.107997,0.058956,7.81203E+12
0.107815,0.068038,7.91408E+12
0.107765,0.078559,8.0179E+12
0.10788,0.090457,8.12382E+12
0.108192,0.103565,8.23222E+12
0.108735,0.117593,8.34355E+12
0.109542,0.132104,8.4583E+12
0.110641,0.146507,8.577E+12
0.112057,0.160064,8.70024E+12
0.113804,0.171914,8.8286E+12
0.115884,0.181126,8.96266E+12
0.118282,0.186756,9.10293E+12
0.120958,0.187933,9.24983E+12
0.12385,0.183937,9.4036E+12
0.126865,0.174274,9.56425E+12
0.129883,0.15874,9.73153E+12
0.132763,0.137451,9.90485E+12
0.135345,0.110856,1.00833E+13
0.137468,0.079712,1.02656E+13
0.138977,0.045042,1.04503E+13
0.139743,0.008062,1.06357E+13
0.13967,-0.029902,1.082E+13
0.138709,-0.067507,1.10014E+13
0.136856,-0.103479,1.11785E+13
0.134154,-0.136698,1.13498E+13
0.130683,-0.166259,1.15144E+13
0.126554,-0.191513,1.16714E+13
0.121897,-0.212082,1.18206E+13
0.116848,-0.227855,1.19616E+13
0.111541,-0.238961,1.20947E+13
0.106101,-0.245726,1.22201E+13
0.100638,-0.248625,1.23382E+13
0.095246,-0.248229,1.24493E+13
0.089997,-0.245155,1.25541E+13
0.084949,-0.240018,1.26529E+13
0.08014,-0.233403,1.27464E+13
0.075597,-0.225835,1.28349E+13
0.071331,-0.217763,1.2919E+13
0.067348,-0.209557,1.29989E+13
0.063643,-0.201505,1.30751E+13
0.060205,-0.193819,1.31479E+13
0.057023,-0.186648,1.32175E+13
,,
0.116477,0.039417,6.45931E+12
0.116499,0.037486,6.55162E+12
0.116369,0.035948,6.64467E+12
0.116117,0.034877,6.73843E+12
0.115767,0.034358,6.8329E+12
0.115343,0.034488,6.92807E+12
0.114868,0.035374,7.02397E+12
0.114362,0.03713,7.12063E+12
0.113848,0.039883,7.21812E+12
0.113348,0.043759,7.31652E+12
0.112887,0.048883,7.41595E+12
0.112489,0.055369,7.51658E+12
0.112183,0.063301,7.61859E+12
0.111997,0.072722,7.72223E+12
0.111962,0.083609,7.82781E+12
0.112112,0.095845,7.93565E+12
0.112479,0.109203,8.04618E+12
0.113097,0.123312,8.15986E+12
0.113998,0.137656,8.27719E+12
0.115209,0.151563,8.39874E+12
0.116749,0.164227,8.52508E+12
0.118628,0.174746,8.65679E+12
0.120836,0.182176,8.79443E+12
0.123347,0.185608,8.93844E+12
0.126108,0.184249,9.08917E+12
0.129039,0.177499,9.24672E+12
0.132031,0.165021,9.411E+12
0.134951,0.146788,9.58157E+12
0.137646,0.123104,9.75768E+12
0.139954,0.094597,9.93827E+12
0.141716,0.062178,1.0122E+13
0.142789,0.026986,1.03072E+13
0.143065,-0.009694,1.04922E+13
0.142472,-0.046523,1.06753E+13
0.140989,-0.082198,1.0855E+13
0.138638,-0.115542,1.10297E+13
0.135485,-0.145569,1.11983E+13
0.131629,-0.171543,1.136E+13
0.127193,-0.192996,1.15142E+13
0.12231,-0.209735,1.16608E+13
0.117116,-0.221818,1.17996E+13
0.11174,-0.229518,1.19308E+13
0.106297,-0.233277,1.20547E+13
0.100887,-0.233645,1.21718E+13
0.095591,-0.231233,1.22826E+13
0.090471,-0.226663,1.23874E+13
0.085573,-0.22053,1.24868E+13
